index,Author,Title,Type of Ban,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge
584,"Duncan, Alice Faye","Memphis, Martin, and the Mountaintop: The Sanitation Strike of 1968",Banned Pending Investigation,,"Christie, R. Gregory",,Florida,Duval County Public Schools,January 2022,Administrator
585,"Duncan, Lois",Killing Mr. Griffin,Banned Pending Investigation,,,,Florida,Indian River County School District,November 2021,Administrator
586,"Duncan, Lois",Killing Mr. Griffin,Banned in Libraries and Classrooms,,,,Florida,Jackson County School District,April 2022,Administrator
587,"Duncan, Lois",Killing Mr. Griffin,Banned Pending Investigation,,,,Florida,Lee County Schools,March 2022,Administrator
588,"Duncan, Lois",Killing Mr. Griffin,Banned in Libraries,,,,Florida,St. Lucie Public Schools,December 2021,Formal Challenge
589,"Duncan, Lois",Killing Mr. Griffin,Banned Pending Investigation,,,,Florida,Walton County School District,April 2022,Administrator
590,"Duran, Rye",A Perfect Blank,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administrator
591,"Durrow, Heidi W.",The Girl Who Fell from the Sky,Banned Pending Investigation,,,,Kansas,Goddard Public Schools,November 2021,Administrator
592,"Duyvis, Corinne",The Art of Saving the World,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
593,"Easton, Emily",Enough! 20 Protesters Who Changed America,Banned in Classrooms,,"Chen, Ziyue",,Pennsylvania,Central York School District,August 2021,Administrator
594,"Edgmon, H. E.",The Witch King (The Witch King Series),Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administrator
595,"Edwards, Roberta",Who Is Barack Obama? (Who was...? Series),Banned in Classrooms,"Harrison, Nancy","O'Brien, John",,Pennsylvania,Central York School District,August 2021,Administrator
596,"Efaw, Amy",After,Banned Pending Investigation,,,,Texas,Granbury Independent School District,January 2022,Administrator
597,"Efaw, Amy",After,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
598,"Eggers, Dave",The Circle (The Circle Series),Banned in Libraries and Classrooms,,,,South Dakota,Rapid City Area Schools,April 2022,Administrator
599,"Eli, Adam",The New Queer Conscience,Banned in Libraries and Classrooms,,"Lukashevsky, Ashley",,Tennessee,Collierville Schools,February 2022,Administrator
600,"Elkeles, Simone",Perfect Chemistry (Perfect Chemistry Series),Banned in Libraries and Classrooms,,,,Florida,Indian River County School District,November 2021,Administrator
601,"Elkeles, Simone",Perfect Chemistry (Perfect Chemistry Series),Banned in Libraries,,,,Georgia,Cherokee County School District,January 2022,Formal Challenge
602,"Elliott, Zetta",Milo's Museum,Banned in Classrooms,,"Wong, Purple",,Pennsylvania,Central York School District,August 2021,Administrator
603,"Elliott, Zetta",Say Her Name,Banned Pending Investigation,,"Wise, Loveis",,Tennessee,Collierville Schools,February 2022,Administrator
604,"Ellis, Grace",Magic To Brew (Moonstruck Series),Banned Pending Investigation,,"Beagle, Shae",,Texas,North East Independent School District,December 2021,Administrator
605,"Ellor, Z. R.",May the Best Man Win,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administrator
606,"Elya, Susan Middleton",Home at Last,Banned Pending Investigation,,"Davalos, Felipe",,Florida,Walton County School District,April 2022,Administrator
607,"Emdin, Christopher",For White Folks Who Teach in the Hood... and the Rest of Y'all Too: Reality Pedagogy and Urban Education,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administrator
608,"Emezi, Akwaeke",Pet,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
609,"Engle, Margarita",A Dog Named Haku: A Holiday Story from Nepal,Banned Pending Investigation,"Karanjit, Amish; Karanjit, Nicole","Jeyaveeran, Ruth",,Florida,Duval County Public Schools,January 2022,Administrator
610,"Engle, Margarita",Drum Dream Girl: How One Girl's Courage Changed Music,Banned Pending Investigation,,"López, Rafael",,Florida,Duval County Public Schools,January 2022,Administrator
611,"Engle, Margarita",Drum Dream Girl: How One Girl's Courage Changed Music,Banned in Classrooms,,Rafael López,,Pennsylvania,Central York School District,August 2021,Administrator
612,"English, Karen",Hot Day on Abbott Avenue,Banned in Classrooms,,"Steptoe, Javaka",,Pennsylvania,Central York School District,August 2021,Administrator
613,"English, Karen",Nadia's Hands,Banned Pending Investigation,,"Weiner, Jonathan",,Florida,Duval County Public Schools,January 2022,Administrator
614,"English, Karen",Nikki & Deja (Nikki & Deja Series),Banned in Classrooms,,"Freeman, Laura",,Pennsylvania,Central York School District,August 2021,Administrator
615,"España, Carla",En Comunidad: Lessons for Centering the Voices and Experiences of Bilingual Latinx Students,Banned in Classrooms,"Yadira Herrera, Luz",,,Pennsylvania,Central York School District,August 2021,Administrator
616,"Espejo, Roman",Birth Control,Banned Pending Investigation,,,,Texas,Klein Independent School District,December 2021,Administrator
617,"Essa, Huda",Teach Us Your Name: Empowering Children to Teach Others to Pronounce Their Names Correctly,Banned in Classrooms,,"Cojocaru, Diana",,Pennsylvania,Central York School District,August 2021,Administrator
618,"Eugenides, Jeffrey",Middlesex,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
619,"Evans, Shane W.",We March,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administrator
620,"Evans, Shane W.",We March,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
621,"Evaristo, Bernardine","Girl, Woman, Other",Banned in Libraries and Classrooms,,,"Aguilar, Julia Osuna",South Dakota,Rapid City Area Schools,April 2022,Administrator
622,"Evison, Jonathan",Lawn Boy,Banned in Libraries,,,,Florida,Orange County Public Schools,October 2021,Formal Challenge
623,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Iowa,Waukee Community School District,October 2021,Administrator
624,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Kansas,Goddard Public Schools,November 2021,Administrator
625,"Evison, Jonathan",Lawn Boy,Banned in Libraries,,,,Michigan,Novi Community School District,January 2022,Formal Challenge
626,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Minnesota,Wayzata Public Schools,January 2022,Administrator
627,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Missouri,Wentzville School District,October 2021,Formal Challenge
628,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,New York,Yorktown Central School District,January 2022,Formal Challenge
629,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Ohio,Hudson City Schools,September 2021,Administrator
630,"Evison, Jonathan",Lawn Boy,Banned in Libraries,,,,Pennsylvania,North Penn School District,September 2021,Administrator
631,"Evison, Jonathan",Lawn Boy,Banned in Libraries and Classrooms,,,,Texas,Katy Independent School District,February 2022,Administrator
632,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Texas,Lamar Consolidated Independent School District,December 2021,Administrator
633,"Evison, Jonathan",Lawn Boy,Banned in Libraries,,,,Texas,North East Independent School District,December 2021,Administrator
634,"Evison, Jonathan",Lawn Boy,Banned in Libraries and Classrooms,,,,Texas,Prosper Independent School District,January 2022,Administrator
635,"Evison, Jonathan",Lawn Boy,Banned in Libraries and Classrooms,,,,Texas,Tyler Independent School District,November 2021,Administrator
636,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Utah,Canyons School District,October 2021,Administrator
637,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Virginia,Fairfax County Public Schools,September 2021,Formal Challenge
638,"Evison, Jonathan",Lawn Boy,Banned Pending Investigation,,,,Virginia,Virginia Beach City Public Schools,October 2021,Administrator
639,"Ewert, Marcus","10,000 Dresses",Banned Pending Investigation,,"Ray, Rex",,Florida,Duval County Public Schools,January 2022,Administrator
640,"Ewing, Eve L.",Ghosts in the Schoolyard: Racism and School Closings on Chicago's South Side,Banned in Classrooms,,,,Pennsylvania,Central York School District,August 2021,Administrator
641,"Fabiny, Sarah",Who Was Frida Kahlo? (Who was...? Series),Banned in Classrooms,,"Hoare, Jerry",,Pennsylvania,Central York School District,August 2021,Administrator
642,"Fabiny, Sarah",Who Was Rachel Carson? (Who was...? Series),Banned in Classrooms,,"Putra, Dede",,Pennsylvania,Central York School District,August 2021,Administrator
643,"Fantauzzo, Laurel Flores",My Heart Underwater,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administrator
644,"Fantauzzo, Laurel Flores",My Heart Underwater,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
645,"Farizan, Sara",If You Could Be Mine,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
646,"Farizan, Sara",Tell Me Again How a Crush Should Feel,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
647,"Farrell, Courtney",The Abortion Debate (Essential Viewpoints),Banned Pending Investigation,,,,Texas,Klein Independent School District,December 2021,Administrator
648,"Farrell, Courtney",The Abortion Debate (Essential Viewpoints),Banned in Libraries,,,,Texas,North East Independent School District,December 2021,Administrator
649,"Farrey, Brian",With Or Without You,Banned in Libraries,,,,Texas,North East Independent School District,December 2021,Administrator
650,"Faruqi, Reem",Lailah's Lunchbox: A Ramadan Story,Banned Pending Investigation,,"Lyon, Lea",,Florida,Duval County Public Schools,January 2022,Administrator
651,"Faruqi, Saadia",A Place at the Table,Banned in Classrooms,"Shovan, Laura",,,North Carolina,Wilkes County School District,May 2022,Administrator
652,"Faruqi, Saadia",Yasmin the Builder (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
653,"Faruqi, Saadia",Yasmin the Chef (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
654,"Faruqi, Saadia",Yasmin the Explorer (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
655,"Faruqi, Saadia",Yasmin the Fashionista (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
656,"Faruqi, Saadia",Yasmin the Friend (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
657,"Faruqi, Saadia",Yasmin the Gardener (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
658,"Faruqi, Saadia",Yasmin the Librarian (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
659,"Faruqi, Saadia",Yasmin the Painter (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
660,"Faruqi, Saadia",Yasmin the Recycler (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
661,"Faruqi, Saadia",Yasmin the Scientist (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
662,"Faruqi, Saadia",Yasmin the Singer (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
663,"Faruqi, Saadia",Yasmin the Soccer Star (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
664,"Faruqi, Saadia",Yasmin the Superhero (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
665,"Faruqi, Saadia",Yasmin the Teacher (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
666,"Faruqi, Saadia",Yasmin the Writer (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
667,"Faruqi, Saadia",Yasmin the Zookeeper (Yasmin Series),Banned in Classrooms,,"Aly, Hatem",,Pennsylvania,Central York School District,August 2021,Administrator
668,"Faux, Marian",Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,Banned Pending Investigation,,,,Texas,Klein Independent School District,December 2021,Administrator
669,"Faux, Marian",Roe v. Wade: The Untold Story of the Landmark Supreme Court Decision that Made Abortion Legal,Banned in Libraries,,,,Texas,North East Independent School District,December 2021,Administrator
670,"Federle, Tim",Nate Expectations,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
671,"Federle, Tim",The Great American Whatever,Banned Pending Investigation,,,,Tennessee,Collierville Schools,February 2022,Administrator
672,"Federle, Tim",The Great American Whatever,Banned Pending Investigation,,,,Texas,North East Independent School District,December 2021,Administrator
673,"Fierstein, Harvey",The Sissy Duckling,Banned in Libraries and Classrooms,,"Cole, Henry",,Florida,Broward County Public Schools,June 2022,Administrator
